councilName,wardName,DistrictGSS,WardGSS,partyFullName,party,candidateFullName,candidateFirstName,candidateLastName,numVotes,elected
Croydon,Coulsdon West,E09000008,E05000151,Green Party,Grn,"Denley, Mark E.",Mark,Denley,380,0
Croydon,Coulsdon West,E09000008,E05000151,Green Party,Grn,"Parsons, Sue Ms.",Sue,Parsons,326,0
Croydon,Coulsdon West,E09000008,E05000151,Green Party,Grn,"Smith, Nick",Nick,Smith,308,0
Croydon,Croham,E09000008,E05000152,The Conservative Party Candidate,Other,"Gatland, Maria R. Ms. *",Maria,Gatland,3389,1
Croydon,Croham,E09000008,E05000152,The Conservative Party Candidate,Other,"Neal, Michael A. *",Michael,Neal,3070,1
Croydon,Croham,E09000008,E05000152,The Conservative Party Candidate,Other,"Perry, Jason S. *",Jason,Perry,2804,1
Croydon,Croham,E09000008,E05000152,The Labour Party Candidate,Lab,"Allen, Natalie Ms.",Natalie,Allen,1806,0
Croydon,Croham,E09000008,E05000152,Liberal Democrats,LD,"Jefkins, John M.",John,Jefkins,1795,0
Croydon,Croham,E09000008,E05000152,Liberal Democrats,LD,"Camden, Martin J.A.",Martin,Camden,1778,0
Croydon,Croham,E09000008,E05000152,Liberal Democrats,LD,"Rix, Simon",Simon,Rix,1758,0
Croydon,Croham,E09000008,E05000152,The Labour Party Candidate,Lab,"Angus, Richard",Richard,Angus,1512,0
Croydon,Croham,E09000008,E05000152,The Labour Party Candidate,Lab,"Bonner, Adam",Adam,Bonner,1343,0
Croydon,Croham,E09000008,E05000152,Green Party,Grn,"Harris, Stephen",Stephen,Harris,538,0
Croydon,Croham,E09000008,E05000152,Green Party,Grn,"Passmore, Muriel L. Ms.",Muriel,Passmore,507,0
Croydon,Croham,E09000008,E05000152,UK Independence Party,Other,"Bailey, John",John,Bailey,444,0
Croydon,Croham,E09000008,E05000152,Green Party,Grn,"Richards, Marc",Marc,Richards,433,0
Croydon,Croham,E09000008,E05000152,Putting Croydon First!,Other,"Samuel, Mark R.L.",Mark,Samuel,218,0
Croydon,Fairfield,E09000008,E05000153,The Conservative Party Candidate,Other,"Fitze, David *",David,Fitze,2751,1
Croydon,Fairfield,E09000008,E05000153,The Conservative Party Candidate,Other,"Mohan, Vidhyacharan R. Ms. *",Vidhyacharan,Mohan,2589,1
Croydon,Fairfield,E09000008,E05000153,The Conservative Party Candidate,Other,"Winborn, Susan Ms. *",Susan,Winborn,2555,1
Croydon,Fairfield,E09000008,E05000153,The Labour Party Candidate,Lab,"Elliott, Rob",Rob,Elliott,1882,0
Croydon,Fairfield,E09000008,E05000153,The Labour Party Candidate,Lab,"O`Donnell, Dominic",Dominic,O`Donnell,1806,0
Croydon,Fairfield,E09000008,E05000153,The Labour Party Candidate,Lab,"Horah, Peter",Peter,Horah,1749,0
Croydon,Fairfield,E09000008,E05000153,Liberal Democrats,LD,"Barron, Philip H.",Philip,Barron,1344,0
Croydon,Fairfield,E09000008,E05000153,Liberal Democrats,LD,"Menezes, Maria L. Ms.",Maria,Menezes,1170,0
Croydon,Fairfield,E09000008,E05000153,Liberal Democrats,LD,"Mohiuddin, Arif",Arif,Mohiuddin,894,0
Croydon,Fairfield,E09000008,E05000153,Green Party,Grn,"Sutton, Esther M. Ms.",Esther,Sutton,441,0
Croydon,Fairfield,E09000008,E05000153,Green Party,Grn,"Audibert, Justin G.A.",Justin,Audibert,420,0
Croydon,Fairfield,E09000008,E05000153,UK Independence Party,Other,"Norman, Audrey Ms.",Audrey,Norman,372,0
Croydon,Fairfield,E09000008,E05000153,Green Party,Grn,"Wedge, Patrick",Patrick,Wedge,312,0
Croydon,Fairfield,E09000008,E05000153,The Official Monster Raving Loony Party,Other,"Cartwright, John S.",John,Cartwright,181,0
Croydon,Fieldway,E09000008,E05000154,The Labour Party Candidate,Lab,"Hall, Simon *",Simon,Hall,1812,1
Croydon,Fieldway,E09000008,E05000154,The Labour Party Candidate,Lab,"Bonner, Carole Ms. *",Carole,Bonner,1776,1
Croydon,Fieldway,E09000008,E05000154,The Conservative Party Candidate,Other,"Laville, Jayne K. Ms.",Jayne,Laville,1085,0
Croydon,Fieldway,E09000008,E05000154,The Conservative Party Candidate,Other,"Pearson, Maria P. Ms.",Maria,Pearson,924,0
Croydon,Fieldway,E09000008,E05000154,British National Party,BNP,"Clarke, John J.",John,Clarke,583,0
Croydon,Fieldway,E09000008,E05000154,Liberal Democrats,LD,"Dering, Stephen",Stephen,Dering,453,0
Croydon,Fieldway,E09000008,E05000154,British National Party,BNP,"Savage, Rowena L. Ms.",Rowena,Savage,400,0
Croydon,Fieldway,E09000008,E05000154,Green Party,Grn,"Gale, Eileen D. Ms.",Eileen,Gale,114,0
Croydon,Fieldway,E09000008,E05000154,Green Party,Grn,"Holloway, Mick",Mick,Holloway,101,0
Croydon,Heathfield,E09000008,E05000155,The Conservative Party Candidate,Other,"Mead, Margaret V. Ms. *",Margaret,Mead,3963,1
Croydon,Heathfield,E09000008,E05000155,The Conservative Party Candidate,Other,"Cummings, Jason J.",Jason,Cummings,3912,1
Croydon,Heathfield,E09000008,E05000155,The Conservative Party Candidate,Other,"Pollard, Helen S. Ms. *",Helen,Pollard,3672,1
Croydon,Heathfield,E09000008,E05000155,Liberal Democrats,LD,"Barnett, Roger",Roger,Barnett,1582,0
Croydon,Heathfield,E09000008,E05000155,The Labour Party Candidate,Lab,"Sherlock, Angie Ms.",Angie,Sherlock,1550,0
Croydon,Heathfield,E09000008,E05000155,The Labour Party Candidate,Lab,"Shahul-Hameed, Raffi",Raffi,Shahul-Hameed,1196,0
Croydon,Heathfield,E09000008,E05000155,The Labour Party Candidate,Lab,"Yusoof, Femi Ms.",Femi,Yusoof,1071,0
Croydon,Heathfield,E09000008,E05000155,Green Party,Grn,"Brunton, Emily J. Ms.",Emily,Brunton,538,0
Croydon,Heathfield,E09000008,E05000155,British National Party,BNP,"Clarke, Dave",Dave,Clarke,518,0
Croydon,Heathfield,E09000008,E05000155,Green Party,Grn,"Sciberras, Matteo J.",Matteo,Sciberras,397,0
Croydon,Heathfield,E09000008,E05000155,Green Party,Grn,"Watson, Tim",Tim,Watson,392,0
Croydon,Heathfield,E09000008,E05000155,Independent,Ind,"Taylor, Edward",Edward,Taylor,374,0
Croydon,Kenley,E09000008,E05000156,The Conservative Party Candidate,Other,"Buttinger, Janice A. Ms. *",Janice,Buttinger,4170,1
Croydon,Kenley,E09000008,E05000156,The Conservative Party Candidate,Other,"O`Connell, Stephen J.",Stephen,O`Connell,3980,1
Croydon,Kenley,E09000008,E05000156,The Conservative Party Candidate,Other,"Hollands, Steven L.V. *",Steven,Hollands,3914,1
Croydon,Kenley,E09000008,E05000156,Liberal Democrats,LD,"Catto, Angela M. Ms.",Angela,Catto,1699,0
Croydon,Kenley,E09000008,E05000156,Liberal Democrats,LD,"Knight, James P.",James,Knight,1510,0
Croydon,Kenley,E09000008,E05000156,Liberal Democrats,LD,"Jefkins, Heather J. Ms.",Heather,Jefkins,1289,0
Croydon,Kenley,E09000008,E05000156,The Labour Party Candidate,Lab,"Doughty, Laura Ms.",Laura,Doughty,1230,0
Croydon,Kenley,E09000008,E05000156,The Labour Party Candidate,Lab,"Kennedy, Ann Ms.",Ann,Kennedy,1053,0
Croydon,Kenley,E09000008,E05000156,The Labour Party Candidate,Lab,"Kabir, Mistaun",Mistaun,Kabir,924,0
Croydon,Kenley,E09000008,E05000156,Green Party,Grn,"Dixon, Ian E.",Ian,Dixon,582,0
Croydon,Kenley,E09000008,E05000156,Green Party,Grn,"Dixon-King, Anneka Ms.",Anneka,Dixon-King,512,0
Croydon,Kenley,E09000008,E05000156,Green Party,Grn,"Voûte, Tom",Tom,Voûte,365,0
Croydon,New Addington,E09000008,E05000157,The Conservative Party Candidate,Other,"Pearson, Tony",Tony,Pearson,1399,1
Croydon,New Addington,E09000008,E05000157,The Labour and Co-operative Party Candidate,Lab,"Ayres, George *",George,Ayres,1390,1
Croydon,New Addington,E09000008,E05000157,The Conservative Party Candidate,Other,"Hughes, Robert D.",Robert,Hughes,1310,0
Croydon,New Addington,E09000008,E05000157,The Labour and Co-operative Party Candidate,Lab,"Campbell, Amanda Ms.",Amanda,Campbell,1306,0
Croydon,New Addington,E09000008,E05000157,British National Party,BNP,"Le May, Cliff Ms.",Cliff,Le May,691,0
Croydon,New Addington,E09000008,E05000157,Liberal Democrats,LD,"Offer, Stephanie C.E.H. Ms.",Stephanie,Offer,566,0
Croydon,New Addington,E09000008,E05000157,British National Party,BNP,"Treanor, Donna M. Ms.",Donna,Treanor,496,0
Croydon,New Addington,E09000008,E05000157,Green Party,Grn,"Clugston, Jim",Jim,Clugston,317,0
Croydon,New Addington,E09000008,E05000157,Green Party,Grn,"Cousins, Martin",Martin,Cousins,174,0
Croydon,Norbury,E09000008,E05000158,The Labour Party Candidate,Lab,"Chowdhury, Sherwan *",Sherwan,Chowdhury,3666,1
Croydon,Norbury,E09000008,E05000158,The Labour Party Candidate,Lab,"Khan, Shafi *",Shafi,Khan,3586,1
Croydon,Norbury,E09000008,E05000158,The Labour Party Candidate,Lab,"Mansell, Maggie Ms. *",Maggie,Mansell,3551,1
Croydon,Norbury,E09000008,E05000158,The Conservative Party Candidate,Other,"Mogul, Mike",Mike,Mogul,2315,0
Croydon,Norbury,E09000008,E05000158,The Conservative Party Candidate,Other,"Ross Gower, Walter S.L.",Walter,Ross Gower,2061,0
Croydon,Norbury,E09000008,E05000158,The Conservative Party Candidate,Other,"Quintyn, Sherman A.",Sherman,Quintyn,1974,0
Croydon,Norbury,E09000008,E05000158,Liberal Democrats,LD,"Aselford, Rosemary G. Ms.",Rosemary,Aselford,1480,0
Croydon,Norbury,E09000008,E05000158,Green Party,Grn,"De Zoysa, Elizabeth A. Ms.",Elizabeth,De Zoysa,558,0
Croydon,Norbury,E09000008,E05000158,Green Party,Grn,"Holland, Simon R.",Simon,Holland,459,0
Croydon,Norbury,E09000008,E05000158,Green Party,Grn,"Szczelkun, Stefan",Stefan,Szczelkun,259,0
Croydon,Purley,E09000008,E05000159,The Conservative Party Candidate,Other,"Bass, Graham J. *",Graham,Bass,3573,1
Croydon,Purley,E09000008,E05000159,The Conservative Party Candidate,Other,"Speakman, Donald S. *",Donald,Speakman,3328,1
Croydon,Purley,E09000008,E05000159,The Conservative Party Candidate,Other,"Quadir, Badsha",Badsha,Quadir,3074,1
Croydon,Purley,E09000008,E05000159,Liberal Democrats,LD,"Burnett, Gordon E.",Gordon,Burnett,1495,0
Croydon,Purley,E09000008,E05000159,Liberal Democrats,LD,"Burnett, Margaret L. Ms.",Margaret,Burnett,1495,0
Croydon,Purley,E09000008,E05000159,The Labour Party Candidate,Lab,"Alexander, Philip A.",Philip,Alexander,1488,0
Croydon,Purley,E09000008,E05000159,Liberal Democrats,LD,"Abdey, Olive J. Ms.",Olive,Abdey,1462,0
Croydon,Purley,E09000008,E05000159,The Labour Party Candidate,Lab,"Coombs, Abigail Ms.",Abigail,Coombs,1170,0
Croydon,Purley,E09000008,E05000159,The Labour Party Candidate,Lab,"Khan, Qaiyum",Qaiyum,Khan,1126,0
Croydon,Purley,E09000008,E05000159,UK Independence Party,Other,"Garner, Kathleen Ms.",Kathleen,Garner,506,0
Croydon,Purley,E09000008,E05000159,Green Party,Grn,"Martin, Anne Ms.",Anne,Martin,466,0
Croydon,Purley,E09000008,E05000159,Green Party,Grn,"Desorgher, Simon J.",Simon,Desorgher,391,0
Croydon,Purley,E09000008,E05000159,Green Party,Grn,"Bokhari, Harris",Harris,Bokhari,372,0
Croydon,Sanderstead,E09000008,E05000160,The Conservative Party Candidate,Other,"Hale, Lynne C. Ms. *",Lynne,Hale,4491,1
Croydon,Sanderstead,E09000008,E05000160,The Conservative Party Candidate,Other,"Hopley, Yvette R. Ms. *",Yvette,Hopley,4301,1
Croydon,Sanderstead,E09000008,E05000160,The Conservative Party Candidate,Other,"Pollard, Timothy S. *",Timothy,Pollard,3911,1
Croydon,Sanderstead,E09000008,E05000160,Liberal Democrats,LD,"Howard, Anne Ms.",Anne,Howard,1314,0
Croydon,Sanderstead,E09000008,E05000160,Liberal Democrats,LD,"Keynes, Toby W.",Toby,Keynes,1281,0
Croydon,Sanderstead,E09000008,E05000160,Liberal Democrats,LD,"Macnamara, John-Paul",John-Paul,Macnamara,1067,0
Croydon,Sanderstead,E09000008,E05000160,The Labour Party Candidate,Lab,"Conway, Maggie Ms.",Maggie,Conway,928,0
Croydon,Sanderstead,E09000008,E05000160,The Labour Party Candidate,Lab,"Ackland, Richard G.",Richard,Ackland,926,0
Croydon,Sanderstead,E09000008,E05000160,Green Party,Grn,"Furze, James N.",James,Furze,912,0
Croydon,Sanderstead,E09000008,E05000160,The Labour Party Candidate,Lab,"Pandita, Suren",Suren,Pandita,807,0
Croydon,Sanderstead,E09000008,E05000160,Green Party,Grn,"Lambert, Linda Ms.",Linda,Lambert,488,0
Croydon,Sanderstead,E09000008,E05000160,Green Party,Grn,"Pettener, David J.",David,Pettener,277,0
Croydon,Selhurst,E09000008,E05000161,The Labour Party Candidate,Lab,"Godfrey, Timothy *",Timothy,Godfrey,3355,1
Croydon,Selhurst,E09000008,E05000161,The Labour Party Candidate,Lab,"Ryan, Micheal G. *",Micheal,Ryan,3353,1
Croydon,Selhurst,E09000008,E05000161,The Labour Party Candidate,Lab,"Letts, Toni E. Ms. *",Toni,Letts,3324,1
Croydon,Selhurst,E09000008,E05000161,The Conservative Party Candidate,Other,"Creatura, Mario",Mario,Creatura,1407,0
Croydon,Selhurst,E09000008,E05000161,The Conservative Party Candidate,Other,"Taylor, Roger C.",Roger,Taylor,1286,0
Croydon,Selhurst,E09000008,E05000161,The Conservative Party Candidate,Other,"Hing, Daniel J.",Daniel,Hing,1240,0
Croydon,Selhurst,E09000008,E05000161,Liberal Democrats,LD,"Rahman, Faisal",Faisal,Rahman,1150,0
Croydon,Selhurst,E09000008,E05000161,Green Party,Grn,"Braid-Pittordou, Megan E. A. Ms.",Megan,Braid-Pittordou,516,0
Croydon,Selhurst,E09000008,E05000161,Green Party,Grn,"Benzler, Meike M. Ms.",Meike,Benzler,515,0
Croydon,Selhurst,E09000008,E05000161,Green Party,Grn,"Stevens, Michael",Michael,Stevens,515,0
Croydon,Selhurst,E09000008,E05000161,Communist Party,Other,"Eden, John",John,Eden,93,0
Croydon,Selsdon And Ballards,E09000008,E05000162,The Conservative Party Candidate,Other,"Bashford, Sara J. Ms. *",Sara,Bashford,4487,1
Croydon,Selsdon And Ballards,E09000008,E05000162,The Conservative Party Candidate,Other,"Mead, Dudley S. *",Dudley,Mead,4153,1
Croydon,Selsdon And Ballards,E09000008,E05000162,The Conservative Party Candidate,Other,"Thomas, Philip J. *",Philip,Thomas,3860,1
Croydon,Selsdon And Ballards,E09000008,E05000162,Liberal Democrats,LD,"Bishopp, Michael T.A.",Michael,Bishopp,1573,0
Croydon,Selsdon And Ballards,E09000008,E05000162,Liberal Democrats,LD,"George, Jill S. Ms.",Jill,George,1424,0
Croydon,Selsdon And Ballards,E09000008,E05000162,Liberal Democrats,LD,"Muller, Carl P.",Carl,Muller,1193,0
Croydon,Selsdon And Ballards,E09000008,E05000162,The Labour Party Candidate,Lab,"Aselford, Stephen",Stephen,Aselford,992,0
Croydon,Selsdon And Ballards,E09000008,E05000162,The Labour Party Candidate,Lab,"Green, Simon",Simon,Green,907,0
Croydon,Selsdon And Ballards,E09000008,E05000162,The Labour Party Candidate,Lab,"Szpera, Louise F. Ms.",Louise,Szpera,739,0
Croydon,Selsdon And Ballards,E09000008,E05000162,British National Party,BNP,"Skinner, Mark K.",Mark,Skinner,399,0
Croydon,Selsdon And Ballards,E09000008,E05000162,Green Party,Grn,"Neill, Cassie",Cassie,Neill,314,0
Croydon,Selsdon And Ballards,E09000008,E05000162,Green Party,Grn,"James, Jane E. Ms.",Jane,James,299,0
Croydon,Selsdon And Ballards,E09000008,E05000162,Green Party,Grn,"Ross, Gordon H.",Gordon,Ross,216,0
Croydon,Shirley,E09000008,E05000163,The Conservative Party Candidate,Other,"Marshall, Janet Ms. *",Janet,Marshall,3765,1
Croydon,Shirley,E09000008,E05000163,The Conservative Party Candidate,Other,"Chatterjee, Richard R. *",Richard,Chatterjee,3744,1
Croydon,Shirley,E09000008,E05000163,The Conservative Party Candidate,Other,"Fisher, Michael D. *",Michael,Fisher,3718,1
Croydon,Shirley,E09000008,E05000163,The Labour Party Candidate,Lab,"Lewis, Oliver",Oliver,Lewis,1768,0
Croydon,Shirley,E09000008,E05000163,The Labour Party Candidate,Lab,"Reekie, Steven",Steven,Reekie,1681,0
Croydon,Shirley,E09000008,E05000163,The Labour Party Candidate,Lab,"Findell, Lee",Lee,Findell,1673,0
Croydon,Shirley,E09000008,E05000163,Liberal Democrats,LD,"Cleary, Stephen A.",Stephen,Cleary,1200,0
Croydon,Shirley,E09000008,E05000163,Independent,Ind,"Nicodemi-Ehikioya, Marzia A. Ms.",Marzia,Nicodemi-Ehikioya,883,0
Croydon,Shirley,E09000008,E05000163,Green Party,Grn,"Bebington, Liz Ms.",Liz,Bebington,659,0
Croydon,Shirley,E09000008,E05000163,Green Party,Grn,"Bebington, Andy",Andy,Bebington,575,0
Croydon,Shirley,E09000008,E05000163,UK Independence Party,Other,"Pescud, Sylvia Ms.",Sylvia,Pescud,483,0
Croydon,Shirley,E09000008,E05000163,British National Party,BNP,"Lewis, Charlotte Ms.",Charlotte,Lewis,441,0
Croydon,Shirley,E09000008,E05000163,Green Party,Grn,"Makoff, Judith R. Ms.",Judith,Makoff,335,0
Croydon,South Norwood,E09000008,E05000164,The Labour Party Candidate,Lab,"Bee, Kathy Ms.",Kathy,Bee,3365,1
Croydon,South Norwood,E09000008,E05000164,The Labour Party Candidate,Lab,"Avis, Jane Ms. *",Jane,Avis,3338,1
Croydon,South Norwood,E09000008,E05000164,The Labour Party Candidate,Lab,"Lawlor, Wayne",Wayne,Lawlor,2942,1
Croydon,South Norwood,E09000008,E05000164,The Conservative Party Candidate,Other,"Bennett, Sue Ms. *",Sue,Bennett,1928,0
Croydon,South Norwood,E09000008,E05000164,The Conservative Party Candidate,Other,"Hough, Richard A.",Richard,Hough,1603,0
Croydon,South Norwood,E09000008,E05000164,The Conservative Party Candidate,Other,"Clancy, Luke S. *",Luke,Clancy,1585,0
Croydon,South Norwood,E09000008,E05000164,Liberal Democrats,LD,"Boyle, David C.",David,Boyle,1282,0
Croydon,South Norwood,E09000008,E05000164,Liberal Democrats,LD,"Corbin, Joanna C. Ms.",Joanna,Corbin,1232,0
Croydon,South Norwood,E09000008,E05000164,Green Party,Grn,"Ackon, Suzanne H. Ms.",Suzanne,Ackon,791,0
Croydon,South Norwood,E09000008,E05000164,Green Party,Grn,"Hutley, Jane P. Ms.",Jane,Hutley,400,0
Croydon,South Norwood,E09000008,E05000164,Green Party,Grn,"Fernandes-Bonnar, Ivonne E. Ms.",Ivonne,Fernandes-Bonnar,371,0
Croydon,South Norwood,E09000008,E05000164,UK Independence Party,Other,"Serter, Jonathan N.",Jonathan,Serter,295,0
Croydon,Thornton Heath,E09000008,E05000165,The Labour and Co-operative Party Candidate,Lab,"Clouder, Pat *",Pat,Clouder,2596,1
Croydon,Thornton Heath,E09000008,E05000165,The Labour and Co-operative Party Candidate,Lab,"Woodley, Louisa Ms. *",Louisa,Woodley,2444,1
Croydon,Thornton Heath,E09000008,E05000165,The Labour and Co-operative Party Candidate,Lab,"Kyremeh, Matthew",Matthew,Kyremeh,2388,1
Croydon,Thornton Heath,E09000008,E05000165,Liberal Democrats,LD,"Engineer, Shiraz Ms.",Shiraz,Engineer,1499,0
Croydon,Thornton Heath,E09000008,E05000165,The Conservative Party Candidate,Other,"Khan, Akram",Akram,Khan,1469,0
Croydon,Thornton Heath,E09000008,E05000165,The Conservative Party Candidate,Other,"O`Connell, Michele Ms.",Michele,O`Connell,1405,0
Croydon,Thornton Heath,E09000008,E05000165,The Conservative Party Candidate,Other,"Qureshi, Sohail",Sohail,Qureshi,1147,0
Croydon,Thornton Heath,E09000008,E05000165,Green Party,Grn,"Obiri-Darko, Esther Ms.",Esther,Obiri-Darko,773,0
Croydon,Thornton Heath,E09000008,E05000165,Christian Peoples Alliance,Other,"Anderson, Bonnie J.",Bonnie,Anderson,733,0
Croydon,Thornton Heath,E09000008,E05000165,Green Party,Grn,"Wade, Julie Ms.",Julie,Wade,707,0
Croydon,Thornton Heath,E09000008,E05000165,Green Party,Grn,"Patel, Nisha Ms.",Nisha,Patel,694,0
Croydon,Thornton Heath,E09000008,E05000165,Christian Peoples Alliance,Other,"Blades, Darren",Darren,Blades,664,0
Croydon,Upper Norwood,E09000008,E05000166,The Labour Party Candidate,Lab,"Ryan, Pat *",Pat,Ryan,3657,1
Croydon,Upper Norwood,E09000008,E05000166,The Labour Party Candidate,Lab,"Flemming, Alisa Ms.",Alisa,Flemming,3440,1
Croydon,Upper Norwood,E09000008,E05000166,The Labour Party Candidate,Lab,"Wentworth, John",John,Wentworth,3046,1
Croydon,Upper Norwood,E09000008,E05000166,The Conservative Party Candidate,Other,"Askey, Robert M. *",Robert,Askey,2070,0
Croydon,Upper Norwood,E09000008,E05000166,The Conservative Party Candidate,Other,"Hutchens, Gloria J. Ms.",Gloria,Hutchens,1716,0
Croydon,Upper Norwood,E09000008,E05000166,The Conservative Party Candidate,Other,"Gunter, Tirena H. Ms.",Tirena,Gunter,1661,0
Croydon,Upper Norwood,E09000008,E05000166,Liberal Democrats,LD,"Axford, Graham J.",Graham,Axford,1484,0
Croydon,Upper Norwood,E09000008,E05000166,Green Party,Grn,"Jones, Graham R.G.",Graham,Jones,691,0
Croydon,Upper Norwood,E09000008,E05000166,Green Party,Grn,"O`Sullivan, Michael J.",Michael,O`Sullivan,681,0
Croydon,Upper Norwood,E09000008,E05000166,Green Party,Grn,"Vine, Nicholas D.",Nicholas,Vine,367,0
Croydon,Upper Norwood,E09000008,E05000166,UK Independence Party,Other,"Tyndall, Joan F. Ms.",Joan,Tyndall,326,0
Croydon,Waddon,E09000008,E05000167,The Conservative Party Candidate,Other,"Harris, Anthony *",Anthony,Harris,2656,1
Croydon,Waddon,E09000008,E05000167,The Conservative Party Candidate,Other,"Hilley, Clare V. Ms. *",Clare,Hilley,2627,1
Croydon,Waddon,E09000008,E05000167,The Conservative Party Candidate,Other,"Hoar, Simon J. *",Simon,Hoar,2423,1
Croydon,Waddon,E09000008,E05000167,The Labour and Co-operative Party Candidate,Lab,"Ali, Hamida Ms.",Hamida,Ali,2078,0
Croydon,Waddon,E09000008,E05000167,The Labour and Co-operative Party Candidate,Lab,"Prince, Joy Ms.",Joy,Prince,2047,0
Croydon,Waddon,E09000008,E05000167,The Labour and Co-operative Party Candidate,Lab,"Christison, Dave",Dave,Christison,1927,0
Croydon,Waddon,E09000008,E05000167,Liberal Democrats,LD,"Gauge, Geoffrey V.",Geoffrey,Gauge,1332,0
Croydon,Waddon,E09000008,E05000167,Liberal Democrats,LD,"Katchis, Nicholas L.",Nicholas,Katchis,1285,0
Croydon,Waddon,E09000008,E05000167,Liberal Democrats,LD,"Roquette, Suzanne Ms.",Suzanne,Roquette,1152,0
Croydon,Waddon,E09000008,E05000167,Green Party,Grn,"Davey, Mary J. Ms.",Mary,Davey,539,0
Croydon,Waddon,E09000008,E05000167,Green Party,Grn,"Onions, Grace Ms.",Grace,Onions,501,0
Croydon,Waddon,E09000008,E05000167,Green Party,Grn,"Bishop-Weston, Tony",Tony,Bishop-Weston,493,0
Croydon,West Thornton,E09000008,E05000168,The Labour Party Candidate,Lab,"Smith, Paul",Paul,Smith,3736,1
Croydon,West Thornton,E09000008,E05000168,The Labour Party Candidate,Lab,"Khan, Bernadette Ms. *",Bernadette,Khan,3694,1
Croydon,West Thornton,E09000008,E05000168,The Labour Party Candidate,Lab,"Kabir, Humayun",Humayun,Kabir,3658,1
Croydon,West Thornton,E09000008,E05000168,The Conservative Party Candidate,Other,"Brew, Simon",Simon,Brew,1611,0
Croydon,West Thornton,E09000008,E05000168,The Conservative Party Candidate,Other,"Purcell, Jacqueline Ms.",Jacqueline,Purcell,1486,0
Croydon,West Thornton,E09000008,E05000168,The Conservative Party Candidate,Other,"Jeyadeva, Selva",Selva,Jeyadeva,1418,0
Croydon,West Thornton,E09000008,E05000168,Liberal Democrats,LD,"Njomo, Lucy N. Ms.",Lucy,Njomo,958,0
Croydon,West Thornton,E09000008,E05000168,Green Party,Grn,"Beall, David T.",David,Beall,620,0
Croydon,West Thornton,E09000008,E05000168,Green Party,Grn,"Datta, Kiran J.",Kiran,Datta,392,0
Croydon,West Thornton,E09000008,E05000168,Green Party,Grn,"Buttigieg, Barry",Barry,Buttigieg,345,0
Croydon,West Thornton,E09000008,E05000168,Communist Party,Other,"Stevenson, Ben",Ben,Stevenson,80,0
Croydon,Woodside,E09000008,E05000169,The Labour Party Candidate,Lab,"Jewitt, Karen Ms. *",Karen,Jewitt,3451,1
Croydon,Woodside,E09000008,E05000169,The Labour Party Candidate,Lab,"Newman, Anthony J. *",Anthony,Newman,3447,1
Croydon,Woodside,E09000008,E05000169,The Labour Party Candidate,Lab,"Scott, Paul W. *",Paul,Scott,3207,1
Croydon,Woodside,E09000008,E05000169,The Conservative Party Candidate,Other,"Johnson, Mark",Mark,Johnson,1949,0
Croydon,Woodside,E09000008,E05000169,The Conservative Party Candidate,Other,"Adon-Wint, Mervyn D.",Mervyn,Adon-Wint,1913,0
Croydon,Woodside,E09000008,E05000169,The Conservative Party Candidate,Other,"O`Dwyer, Michael J.",Michael,O`Dwyer,1716,0
Croydon,Woodside,E09000008,E05000169,Liberal Democrats,LD,"Carden, Kirsty Ms.",Kirsty,Carden,1136,0
Croydon,Woodside,E09000008,E05000169,Liberal Democrats,LD,"Gauge, Zachary D.",Zachary,Gauge,894,0
Croydon,Woodside,E09000008,E05000169,Green Party,Grn,"Millard, Louise A.C. Ms.",Louise,Millard,537,0
Croydon,Woodside,E09000008,E05000169,Green Party,Grn,"Jones, Sam",Sam,Jones,421,0
Croydon,Woodside,E09000008,E05000169,Green Party,Grn,"Seers, Karen Ms.",Karen,Seers,311,0
Ealing,Acton Central,E09000009,E05000170,The Labour Party Candidate,Lab,"Crawford, Daniel S.",Daniel,Crawford,2350,1
Ealing,Acton Central,E09000009,E05000170,The Labour Party Candidate,Lab,"Walker, Patricia",Patricia,Walker,2064,1
Ealing,Acton Central,E09000009,E05000170,The Labour Party Candidate,Lab,"Gulaid, Abdullah A.",Abdullah,Gulaid,1943,1
Ealing,Acton Central,E09000009,E05000170,The Conservative Party Candidate,Other,"Barchuk, Vlod",Vlod,Barchuk,1846,0
Ealing,Acton Central,E09000009,E05000170,The Conservative Party Candidate,Other,"Sweetman, Thomas",Thomas,Sweetman,1689,0
Ealing,Acton Central,E09000009,E05000170,The Conservative Party Candidate,Other,"Kumar, Seema Ms. *",Seema,Kumar,1579,0
Ealing,Acton Central,E09000009,E05000170,Liberal Democrats,LD,"Cunningham, Richard",Richard,Cunningham,1381,0
Ealing,Acton Central,E09000009,E05000170,Liberal Democrats,LD,"O'Connor, Michael",Michael,O'Connor,1274,0
Ealing,Acton Central,E09000009,E05000170,Liberal Democrats,LD,"Joachim, Margaret J. Ms.",Margaret,Joachim,1253,0
Ealing,Acton Central,E09000009,E05000170,Green Party,Grn,"Meiklejohn, Christina L.V. Ms.",Christina,Meiklejohn,581,0
Ealing,Acton Central,E09000009,E05000170,Christian Peoples Alliance,Other,"Fernandes, Suzanne Ms.",Suzanne,Fernandes,199,0
Ealing,Cleveland,E09000009,E05000171,The Conservative Party Candidate,Other,"Grant, Isobel L. Ms.",Isobel,Grant,2783,1
Ealing,Cleveland,E09000009,E05000171,The Conservative Party Candidate,Other,"Popham, John A. *",John,Popham,2778,1
